competitor,product,brand,type,status,vos_product_url,review_note,in_stock_flavours,flavours_in_stock,other_variants_in_stock,price_from,listings,example_listing,competitor_url,more_urls,closest_vos_product,closest_vos_score
vampirevape.co.uk,voopoo finic 16/20 coils - yc r1 0.6ohm,voopoo,coil,not on VOS (reviewed),,Same as other Finic 16/20 coil variant - not in VOS's Voopoo coil range.,0,,,4.99,1,Voopoo Finic 16/20 Coils - YC R1 0.6Ohm,https://www.vampirevape.co.uk/voopoo-finic-16-20-coils-yc-r1-0-6ohm,,voopoo uforce n1 mesh coil,0.09
vampirevape.co.uk,voopoo uforce coils - n2 ohm,voopoo,coil,not on VOS (reviewed),,VOS only stocks Uforce N1 mesh coils; the competitor's N2 coil head is a different build not listed.,0,,,8.99,1,VooPoo UForce Coils - N2 0.30 ohm,https://www.vampirevape.co.uk/voopoo-uforce-coils-n2-0-30-ohm,,voopoo uforce n1 mesh coil,0.15
vampirevape.co.uk,10Ml Concentrate Diy Kit,vampire vape,concentrate,not on VOS (reviewed),,"This is a DIY flavour-concentrate mixing kit; VOS's Vampire Vape range is ready-mixed e-liquid/nic salt/shortfill/pods only, no DIY concentrate kit.",0,,,11.08,2,10ml Concentrate DIY Kit,https://www.vampirevape.co.uk/10ml-concentrate-diy-kit,https://www.vampirevape.co.uk/30ml-concentrate-diy-kit,,
vampirevape.co.uk,Vampire Vape 1961 30Ml E-Liquid Concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape's 30ml E-Liquid Concentrate range is a distinct product line from VOS's 10ml e-liquid range; no 30ml format stocked by VOS.,1,tobacco,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Tobacco 1961 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-tobacco-1961-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,Vampire Vape 30Ml E-Liquid Concentrate,vampire vape,concentrate,not on VOS (reviewed),,Same as other Vampire Vape 30ml concentrate flavours - VOS does not carry the 30ml concentrate line.,71,applelicious; arctic fruit; attraction; banana; banoffee pie; bat; berry; berry menthol; black ice; black jack; blackcurrant; blood sukka; blueberry; bubblegum; caramel crunch; caramel latte; caribbean ice; cherry tobacco; cherry tree; coffee cake; cool blue slush; cool red lips; cool red slush; crushed candy; dawn; dusk; energy; fantasy; grape; hazelnut latte; heisenberg; heisenberg cola; heisenberg grape; heisenberg gum; heisenberg orange; ice menthol; kiwi cooler; mango paradise; parma violets; passion fruit splash; pear drops; peppermint rock; pineapple; pineapple dream; pineapple grapefruit fizz; pinkman; pinkman apple; pinkman blue raspberry; pinkman cherry; pinkman watermelon; pistachio milkshake; raspberry ripple ice cream; raspberry sorbet; red lips; rhubarb custard; rum tobacco; sherbet lemon; simply chocolate; spearmint; strawberry; strawberry burst; strawberry kiwi; strawberry milkshake; sweet tobacco; tropical island; vamp toes; vanilla cappuccino tobacco; vanilla tobacco; virginia tobacco; watermelon; white chocolate hazelnut tobacco,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,76,Vampire Vape Heisenberg 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-heisenberg-30ml-e-liquid-concentrate,https://www.vampirevape.co.uk/vampire-vape-cool-blue-slush-30ml-e-liquid-concentrate https://www.vampirevape.co.uk/vampire-vape-heisenberg-10ml-e-liquid-concentrate https://www.vampirevape.co.uk/vampire-vape-cool-red-slush-30ml-e-liquid-concentrate,,
vampirevape.co.uk,Vampire Vape Concentrate Caramelised 30Ml,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,1,banana pancake,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Concentrate - Caramelised Banana Pancake - 30ml,https://www.vampirevape.co.uk/vampire-vape-concentrate-caramelised-banana-pancake-30ml,,,
vampirevape.co.uk,Vampire Vape York 30Ml E-Liquid Concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,1,cheesecake,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape New York Cheesecake 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-new-york-cheesecake-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape catapult 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Catapult 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-catapult-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape dark passenger 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Dark Passenger 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-dark-passenger-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape fat gob 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Fat Gob 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-fat-gob-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape iced frappe 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Iced Frappe 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-iced-frappe-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape koolada 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Koolada 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-koolada-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape purple craze 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Purple Craze 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-purple-craze-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape purple craze ice 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Purple Craze Ice 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-purple-craze-ice-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape rainbow skull 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Rainbow Skull 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-rainbow-skull-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape root beer 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,,9.99,1,Vampire Vape Root Beer 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-root-beer-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape smooth western v2 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Smooth Western V2 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-smooth-western-v2-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,vampire vape tropical tsunami 30ml e-liquid concentrate,vampire vape,concentrate,not on VOS (reviewed),,Vampire Vape 30ml concentrate range not stocked by VOS.,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",9.99,1,Vampire Vape Tropical Tsunami 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-tropical-tsunami-30ml-e-liquid-concentrate,,,
vampirevape.co.uk,E-Liquid 0325,?,eliquid,not on VOS (reviewed),,"This is a promotional postcard listing scraped as a product, not an actual e-liquid VOS could stock.",1,promotional postcard vv,,999.0,1,Promotional Postcard VV E-Liquid 0325,https://www.vampirevape.co.uk/promotional-postcard-vv-e-liquid-0325,,,
vampirevape.co.uk,best of the best freebase e-liquids 10ml bundle,?,eliquid,not on VOS (reviewed),,"No matching branded 'Best of the Best' freebase e-liquid bundle in VOS's lists (brand unclear/'?', same_brand empty).",0,,,10.0,1,Best of the Best Freebase E-Liquids 10ml Bundle,https://www.vampirevape.co.uk/best-of-the-best-freebase-e-liquids-10ml-bundle,,,
vampirevape.co.uk,Pocket Fuel 50 50 10Ml E-Liquid,pocket fuel,eliquid,not on VOS (reviewed),,VOS does not stock the Pocket Fuel brand at all (same_brand list empty).,9,blue raspberry; cherry blast; cool spearmint; fresh strawberry; fruit bomb; golden tobacco; menthol mist; original tobacco; peppermint ice,"strength: 12mg, 18mg, 3mg, 6mg",2.99,9,Pocket Fuel 50/50 Blue Raspberry 10ml E-liquid,https://www.vampirevape.co.uk/pocket-fuel-50-50-blue-raspberry-10ml-e-liquid,https://www.vampirevape.co.uk/pocket-fuel-50-50-cherry-blast-10ml-e-liquid https://www.vampirevape.co.uk/pocket-fuel-50-50-cool-spearmint-10ml-e-liquid https://www.vampirevape.co.uk/pocket-fuel-50-50-fresh-strawberry-10ml-e-liquid,,
vampirevape.co.uk,Pocket Fuel 50 50 Rolling 10Ml E-Liquid,pocket fuel,eliquid,not on VOS (reviewed),,VOS does not stock the Pocket Fuel brand at all (same_brand list empty).,1,tobacco,"strength: 12mg, 18mg, 3mg, 6mg",2.99,1,Pocket Fuel 50/50 Rolling Tobacco 10ml E-liquid,https://www.vampirevape.co.uk/pocket-fuel-50-50-rolling-tobacco-10ml-e-liquid,,,
vampirevape.co.uk,10 X 10Ml Diy Empty,vampire vape,eliquid,not on VOS (reviewed),,Empty DIY mixing bottles are not an e-liquid product; VOS has no equivalent empty-bottle listing.,1,bottles,,1.99,1,10 x 10ml DIY Empty Bottles,https://www.vampirevape.co.uk/10-x-10ml-diy-empty-bottles,,,
vampirevape.co.uk,E-Liquid Taster Pack,vampire vape,eliquid,not on VOS (reviewed),,"Themed taster pack bundle, not sold as its own product on VOS.",1,summer,,12.0,1,Summer E-Liquid Taster Pack,https://www.vampirevape.co.uk/summer-e-liquid-taster-pack,,,
vampirevape.co.uk,Vampire Vape Tropical E-Liquid Bundle,vampire vape,eliquid,not on VOS (reviewed),,"Tropical multi-flavour bundle deal, not sold as its own product on VOS.",0,,,10.0,2,Vampire Vape Tropical E-Liquid Bundle ,https://www.vampirevape.co.uk/vampire-vape-tropical-e-liquid-bundle,https://www.vampirevape.co.uk/vampire-vape-new-tropical-e-liquid-bundle,,
vampirevape.co.uk,Vlads Vg 10Ml,vampire vape,eliquid,not on VOS (reviewed),,Vlads VG is a distinct Vampire Vape sub-range not present among VOS's listed Vampire Vape products.,2,blue gun; raspberry blast,"strength: 1.5mg, 3mg, 6mg",5.0,2,Vlads VG - Blue Gun - 10ml,https://www.vampirevape.co.uk/vlads-vg-blue-gun-10ml,https://www.vampirevape.co.uk/vlads-vg-raspberry-blast-10ml,,
vampirevape.co.uk,vampire vape berries e-liquid bundle,vampire vape,eliquid,not on VOS (reviewed),,"Berries multi-flavour bundle deal, not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Berries E-Liquid Bundle,https://www.vampirevape.co.uk/vampire-vape-berries-e-liquid-bundle,,,
vampirevape.co.uk,vampire vape dessert e-liquid bundle,vampire vape,eliquid,not on VOS (reviewed),,"Dessert multi-flavour bundle deal, not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Dessert E-Liquid Bundle ,https://www.vampirevape.co.uk/vampire-vape-dessert-e-liquid-bundle,,,
vampirevape.co.uk,vampire vape desserts e-liquid bundle,vampire vape,eliquid,not on VOS (reviewed),,"Desserts multi-flavour bundle deal (v2), not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Desserts E-liquid Bundle,https://www.vampirevape.co.uk/vampire-vape-new-desserts-e-liquid-bundle,,,
vampirevape.co.uk,vampire vape fruity e-liquid bundle,vampire vape,eliquid,not on VOS (reviewed),,"Fruity multi-flavour bundle deal, not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Fruity E-Liquid Bundle,https://www.vampirevape.co.uk/vampire-vape-fruity-e-liquid-bundle,,,
vampirevape.co.uk,vampire vape heisenberg e-liquid bundle,vampire vape,eliquid,not on VOS (reviewed),,"Heisenberg multi-flavour bundle deal, not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Heisenberg E-Liquid Bundle,https://www.vampirevape.co.uk/vampire-vape-heisenberg-e-liquid-bundle,,,
vampirevape.co.uk,vampire vape pinkman e-liquid bundle,vampire vape,eliquid,not on VOS (reviewed),,"Pinkman multi-flavour bundle deal, not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Pinkman E-Liquid Bundle,https://www.vampirevape.co.uk/vampire-vape-pinkman-e-liquid-bundle,,,
vampirevape.co.uk,vampire vape tobacco e-liquid bundle,vampire vape,eliquid,not on VOS (reviewed),,"Tobacco multi-flavour bundle deal, not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Tobacco E-Liquid Bundle,https://www.vampirevape.co.uk/vampire-vape-new-tobacco-e-liquid-bundle,,,
vampirevape.co.uk,vampire vape tobacco e-liquid bundle v1,vampire vape,eliquid,not on VOS (reviewed),,"Tobacco multi-flavour bundle deal (v1), not sold as its own product on VOS.",0,,,10.0,1,Vampire Vape Tobacco E-Liquid Bundle V1,https://www.vampirevape.co.uk/vampire-vape-tobacco-e-liquid-bundle,,,
vampirevape.co.uk,vlads vg - attraction fatal - 10ml,vampire vape,eliquid,not on VOS (reviewed),,Vlads VG is a distinct Vampire Vape sub-range not present among VOS's listed Vampire Vape products.,0,,"strength: 1.5mg, 3mg, 6mg",5.0,1,Vlads VG - Attraction Fatal - 10ml,https://www.vampirevape.co.uk/vlads-vg-attraction-fatal-10ml,,,
vampirevape.co.uk,vlads vg - black ice breaking point - 10ml,vampire vape,eliquid,not on VOS (reviewed),,Vlads VG is a distinct Vampire Vape sub-range not present among VOS's listed Vampire Vape products.,0,,"strength: 1.5mg, 3mg, 6mg",5.0,1,Vlads VG - Black Ice Breaking Point - 10ml,https://www.vampirevape.co.uk/vlads-vg-black-ice-breaking-point-10ml,,,
vampirevape.co.uk,vlads vg - loser - 10ml,vampire vape,eliquid,not on VOS (reviewed),,Vlads VG is a distinct Vampire Vape sub-range not present among VOS's listed Vampire Vape products.,0,,"strength: 1.5mg, 3mg, 6mg",5.0,1,Vlads VG - Loser - 10ml,https://www.vampirevape.co.uk/vlads-vg-loser-10ml,,,
vampirevape.co.uk,Vape Spot 10Ml E-Liquid,vape spot,eliquid,not on VOS (reviewed),,Vape Spot brand has no VOS listings (vos_same_brand empty).,14,apple; blackcurrant; blueberry; cola; fruit chill; lemon mango; menthol; pineapple; raspberry; rhubarb custard; spearmint; strawberry; tobacco; tropical,"strength: 12mg, 6mg",1.5,14,Vape Spot - Blueberry - 10ml E-liquid,https://www.vampirevape.co.uk/vape-spot-blueberry-10ml-e-liquid,https://www.vampirevape.co.uk/vape-spot-fruit-chill-10ml-e-liquid https://www.vampirevape.co.uk/vape-spot-lemon-and-mango-10ml-e-liquid https://www.vampirevape.co.uk/vape-spot-menthol-10ml-e-liquid,,
vampirevape.co.uk,Vape Spot Mix 10Ml E-Liquid,vape spot,eliquid,not on VOS (reviewed),,Vape Spot brand has no VOS listings (vos_same_brand empty).,1,berry,"strength: 12mg, 6mg",1.5,1,Vape Spot - Mixed Berries - 10ml E-Liquid,https://www.vampirevape.co.uk/vape-spot-mixed-berries-10ml-e-liquid,,,
vampirevape.co.uk,Vapouriz 50 50 10Ml E-Liquid,vapouriz,eliquid,not on VOS (reviewed),,Vapouriz brand has no VOS listings (vos_same_brand empty).,10,blue raspberry; blueberry; cool menthol; double menthol; fizzy cola; grape; ice mint; mango raspberry; raspberry apple; strawberry watermelon,"strength: 12mg, 3mg, 6mg",3.99,10,Vapouriz 50:50 Blue Raspberry 10ml E-liquid,https://www.vampirevape.co.uk/vapouriz-50-50-blue-raspberry-10ml-e-liquid,https://www.vampirevape.co.uk/vapouriz-50-50-blueberry-10ml-e-liquid https://www.vampirevape.co.uk/vapouriz-50-50-cool-menthol-10ml-e-liquid https://www.vampirevape.co.uk/vapouriz-50-50-double-menthol-10ml-e-liquid,,
vampirevape.co.uk,Vapouriz 50 50 Apple And Mix 10Ml E-Liquid,vapouriz,eliquid,not on VOS (reviewed),,Vapouriz brand has no VOS listings (vos_same_brand empty).,1,berry,"strength: 12mg, 3mg, 6mg",3.99,1,Vapouriz 50:50 Apple & Mixed Berries 10ml E-liquid,https://www.vampirevape.co.uk/vapouriz-50-50-apple-mixed-berries-10ml-e-liquid,,,
vampirevape.co.uk,Vapouriz Classic 10Ml E-Liquid,vapouriz,eliquid,not on VOS (reviewed),,Vapouriz brand has no VOS listings (vos_same_brand empty).,3,berry menthol; blackcurrant; pineapple,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,3,Vapouriz Classic Berry Menthol 10ml E-liquid,https://www.vampirevape.co.uk/vapouriz-classic-berry-menthol-10ml-e-liquid,https://www.vampirevape.co.uk/vapouriz-classic-blackcurrant-10ml-e-liquid https://www.vampirevape.co.uk/vapouriz-classic-pineapple-10ml-e-liquid,,
vampirevape.co.uk,Vapouriz Premium 10Ml E-Liquid,vapouriz,eliquid,not on VOS (reviewed),,Vapouriz brand has no VOS listings (vos_same_brand empty).,14,berry smoothie; black cherry; blackberry grape; blue raspberry; blueberry; bubblegum; grape; ice mint; juicy apple; menthol special blend; raspberry; strawberry bliss; usa gold tobacco; virginia tobacco,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,14,Vapouriz Premium Berry Smoothie 10ml E-liquid,https://www.vampirevape.co.uk/vapouriz-premium-berry-smoothie-10ml-e-liquid,https://www.vampirevape.co.uk/vapouriz-premium-black-cherry-10ml-e-liquid https://www.vampirevape.co.uk/vapouriz-premium-blackberry-grape-10ml-e-liquid https://www.vampirevape.co.uk/vapouriz-premium-blue-raspberry-10ml-e-liquid,,
vampirevape.co.uk,Vapouriz Premium Classic 10Ml E-Liquid,vapouriz,eliquid,not on VOS (reviewed),,Vapouriz brand has no VOS listings (vos_same_brand empty).,1,tobacco,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,1,Vapouriz Premium Classic Tobacco 10ml E-liquid,https://www.vampirevape.co.uk/vapouriz-premium-classic-tobacco-10ml-e-liquid,,,
vampirevape.co.uk,Vapouriz Premium Millionaires 10Ml E-Liquid,vapouriz,eliquid,not on VOS (reviewed),,Vapouriz brand has no VOS listings (vos_same_brand empty).,1,menthol,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,1,Vapouriz Premium Millionaires Menthol 10ml E-liquid,https://www.vampirevape.co.uk/vapouriz-premium-millionaires-menthol-10ml-e-liquid,,,
vampirevape.co.uk,vapouriz premium fruit tonic 10ml e-liquid,vapouriz,eliquid,not on VOS (reviewed),,Vapouriz brand has no VOS listings (vos_same_brand empty).,0,,"strength: 12mg, 18mg, 6mg",3.99,1,Vapouriz Premium Fruit Tonic 10ml E-liquid,https://www.vampirevape.co.uk/vapouriz-premium-fruit-tonic-10ml-e-liquid,,,
vampirevape.co.uk,Wick Liq Bar Juice 10Ml E-Liquid,wick liquor,eliquid,not on VOS (reviewed),,Wick Liquor brand has no VOS listings (vos_same_brand empty).,2,melon mojito; pineapple papaya,"strength: 10mg, 20mg, 5mg",2.95,2,Wick Liq Bar Juice - Melon Mojito - 10ml E-liquid,https://www.vampirevape.co.uk/wick-liq-bar-juice-melon-mojito-10ml-e-liquid,https://www.vampirevape.co.uk/wick-liq-bar-juice-pineapple-papaya-10ml-e-liquid,,
vampirevape.co.uk,Kit Blue,?,kit,not on VOS (reviewed),,Quawins Vstick Pro Kit not found among VOS products; no matching device appears even in lookalikes.,1,quawins vstick pro,,6.99,1,Quawins Vstick Pro Kit - Blue,https://www.vampirevape.co.uk/quawins-vstick-pro-kit-blue,,pro blue ivg smart max 10k vape kit,0.27
vampirevape.co.uk,Kit Gold,?,kit,not on VOS (reviewed),,Quawins Vstick Pro Kit not found among VOS products; no matching device appears even in lookalikes.,1,quawins vstick pro,,6.99,1,Quawins Vstick Pro Kit - Gold,https://www.vampirevape.co.uk/quawins-vstick-pro-kit-gold,,,
vampirevape.co.uk,Kit Silver,?,kit,not on VOS (reviewed),,Quawins Vstick Pro Kit not found among VOS products; no matching device appears even in lookalikes.,1,quawins vstick pro,,6.99,1,Quawins Vstick Pro Kit - Silver,https://www.vampirevape.co.uk/quawins-vstick-pro-kit-silver,,,
vampirevape.co.uk,Aspire Veynom Ex Kit,aspire,kit,not on VOS (reviewed),,"VOS stocks many Aspire kits but no Veynom EX; the closest is Veynom AIR, a different model.",0,,"colour: chrome blue fade, gold pink fade, gunmetal, metallic fade, teal purple fade",28.99,5,Aspire Veynom EX Kit - Gunmetal,https://www.vampirevape.co.uk/aspire-veynom-ex-kit-gunmetal,https://www.vampirevape.co.uk/aspire-veynom-ex-kit-chrome-blue-fade https://www.vampirevape.co.uk/aspire-veynom-ex-kit-teal-purple-fade https://www.vampirevape.co.uk/aspire-veynom-ex-kit-metallic-fade,aspire veynom air pod kit,0.4
vampirevape.co.uk,aspire magnum vape pod kit,aspire,kit,not on VOS (reviewed),,"VOS only sells replacement pods for Magnum, not the kit itself.",0,,,27.49,1,Aspire Magnum Vape Pod Kit,https://www.vampirevape.co.uk/aspire-magnum-vape-pod-kit,,,
vampirevape.co.uk,aspire nexi one vape pen kit,aspire,kit,not on VOS (reviewed),,No Aspire Nexi One kit in VOS's Aspire range.,0,,,10.99,1,Aspire Nexi One Vape Pen Kit,https://www.vampirevape.co.uk/aspire-nexi-one-vape-pen-kit,,aspire aio pockex pen kit,0.25
vampirevape.co.uk,aspire veynom ex kit - rainbow,aspire,kit,not on VOS (reviewed),,"VOS has Aspire Veynom AIR, not Veynom EX - different kit.",0,,,28.99,1,Aspire Veynom EX Kit - Rainbow,https://www.vampirevape.co.uk/aspire-veynom-ex-kit-rainbow,,aspire veynom air pod kit,0.35
vampirevape.co.uk,aspire veynom ex kit - silver,aspire,kit,not on VOS (reviewed),,"VOS has Aspire Veynom AIR, not Veynom EX - different kit.",0,,,28.99,1,Aspire Veynom EX Kit - Silver,https://www.vampirevape.co.uk/aspire-veynom-ex-kit-silver,,aspire veynom air pod kit,0.35
vampirevape.co.uk,Asvape Micro Pod Kit,asvape,kit,not on VOS (reviewed),,VOS does not stock the Asvape brand at all.,0,,colour: red blue resin,18.99,1,ASVape Micro Pod Kit - Red and Blue Resin,https://www.vampirevape.co.uk/asvape-micro-pod-kit-red-and-blue-resin,,,
vampirevape.co.uk,avomi cliq mini prefilled pod kit,avomi,kit,not on VOS (reviewed),,"VOS only carries Avomi Cliq 6000, not the separate Cliq Mini kit.",14,blueberry ice; blueberry sour raspberry; cola ice; fizzy cherry; lemon lime; menthol; orange soda; pineapple ice; raspberry blackcurrant; red raspberry; spearmint; strawberry ice; strawberry raspberry cherry ice; watermelon ice,,5.99,1,Avomi CLIQ Mini Prefilled Pod Kit,https://www.vampirevape.co.uk/avomi-cliq-mini-prefilled-pod-kit,,avomi cliq 6000 puff pod vape kit,0.3
vampirevape.co.uk,avomi pro prefilled pod kit,avomi,kit,not on VOS (reviewed),,"VOS only carries Avomi Cliq 6000, not the separate Avomi Pro kit.",6,blueberry sour raspberry; golden tobacco; lemon lime; mint ice; pineapple ice; spearmint,,5.99,1,Avomi Pro Prefilled Pod Kit,https://www.vampirevape.co.uk/avomi-pro-prefilled-pod-kit,,,
vampirevape.co.uk,dovpo ayce lite vape pod kit,dovpo,kit,not on VOS (reviewed),,VOS sells Dovpo Ayce Mini/Pro/7500 but not an Ayce Lite kit.,0,,,7.99,1,Dovpo Ayce Lite Vape Pod Kit,https://www.vampirevape.co.uk/dovpo-ayce-lite-vape-pod-kit,,dovpo ayce pro vape kit,0.4
vampirevape.co.uk,dovpo ayce mini 2 vape pod kit,dovpo,kit,not on VOS (reviewed),,"VOS has Dovpo Ayce Mini (gen 1), not the newer Ayce Mini 2.",0,,,13.99,1,Dovpo Ayce Mini 2 Vape Pod Kit,https://www.vampirevape.co.uk/dovpo-ayce-mini-2-vape-pod-kit,,dovpo ayce mini vape kit,0.4
vampirevape.co.uk,Freemax Maxus 200W Vape Kit,freemax,kit,not on VOS (reviewed),,"VOS only carries the 100W MaXus kit, not the 200W version.",0,,"colour: metal silver, resin blue yellow",42.99,2,Freemax MaXus 200w Vape Kit - Resin Blue Yellow,https://www.vampirevape.co.uk/freemax-maxus-200w-vape-kit-resin-blue-yellow,https://www.vampirevape.co.uk/freemax-maxus-200w-vape-kit-metal-silver,freemax maxus max pro kit,0.35
vampirevape.co.uk,Geekvape Wenax K2 Kit,geekvape,kit,not on VOS (reviewed),,"VOS carries Geekvape Wenax K1, not the newer Wenax K2.",0,,"colour: glossy gray, matte gunmetal",11.49,2,Geek Vape Wenax K2 Kit - Glossy Gray,https://www.vampirevape.co.uk/geek-vape-wenax-k2-kit-glossy-gray,https://www.vampirevape.co.uk/geek-vape-wenax-k2-kit-matte-gunmetal,geekvape wenax q2 pod vape kit,0.45
vampirevape.co.uk,geek vape aegis boost pro 2 kit - black,geekvape,kit,not on VOS (reviewed),,"VOS carries Aegis Boost Pro (gen 1) and its pods, not Boost Pro 2.",0,,,19.99,1,Geek Vape Aegis Boost Pro 2 Kit - Black,https://www.vampirevape.co.uk/geek-vape-aegis-boost-pro-2-kit-black,,geek vape aegis legend 2 vape kit,0.47
vampirevape.co.uk,geek vape aegis hero 5 vape kit,geekvape,kit,not on VOS (reviewed),,"VOS carries Aegis Hero Q / Hero 2, not Hero 5; only Hero replacement pods listed.",0,,,27.99,1,Geek Vape Aegis Hero 5 Vape Kit,https://www.vampirevape.co.uk/geek-vape-aegis-hero-5-vape-kit,,geekvape aegis legend 5 vape kit,0.57
vampirevape.co.uk,geek vape soul 2 vape pod kit,geekvape,kit,not on VOS (reviewed),,"VOS carries Geekvape Soul (gen 1) and its pods, not Soul 2.",0,,,15.99,1,Geek Vape Soul 2 Vape  Pod Kit,https://www.vampirevape.co.uk/geek-vape-soul-2-vape-pod-kit,,geek vape aegis legend 2 vape kit,0.4
vampirevape.co.uk,ijoy shogun kit - b-galactic hurricane,ijoy,kit,not on VOS (reviewed),,"VOS's only iJoy item is an unrelated disposable (Mars Cabin 2800), not the Shogun mod kit.",0,,,31.99,1,iJoy Shogun Kit - B-Galactic Hurricane,https://www.vampirevape.co.uk/ijoy-shogun-kit-b-galactic-hurricane,,,
vampirevape.co.uk,innokin eq vape pod kit - blue,innokin,kit,not on VOS (reviewed),,"VOS has EQS kit and separate EQ refill pods, but not the EQ kit itself.",0,,,15.99,1,Innokin EQ Vape Pod Kit - Blue,https://www.vampirevape.co.uk/innokin-eq-vape-pod-kit-blue,,,
